"Date","Source","Site ID","POC","Daily Mean PM2.5 Concentration","UNITS","DAILY_AQI_VALUE","Site Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"01/19/2021","AQS","100031008","3","6.2","ug/m3 LC","26","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/20/2021","AQS","100031008","3","5.6","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/21/2021","AQS","100031008","3","8.7","ug/m3 LC","36","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/22/2021","AQS","100031008","3","6.4","ug/m3 LC","27","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/23/2021","AQS","100031008","3","4.5","ug/m3 LC","19","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/24/2021","AQS","100031008","3","4.3","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/25/2021","AQS","100031008","3","6.4","ug/m3 LC","27","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/26/2021","AQS","100031008","3","9.7","ug/m3 LC","40","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/27/2021","AQS","100031008","3","9.8","ug/m3 LC","41","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/28/2021","AQS","100031008","3","5.1","ug/m3 LC","21","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/29/2021","AQS","100031008","3","3.1","ug/m3 LC","13","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/30/2021","AQS","100031008","3","6.3","ug/m3 LC","26","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"01/31/2021","AQS","100031008","3","8.2","ug/m3 LC","34","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/01/2021","AQS","100031008","3","5.3","ug/m3 LC","22","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/02/2021","AQS","100031008","3","3.8","ug/m3 LC","16","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/03/2021","AQS","100031008","3","3.8","ug/m3 LC","16","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/04/2021","AQS","100031008","3","7","ug/m3 LC","29","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/05/2021","AQS","100031008","3","8.8","ug/m3 LC","37","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/06/2021","AQS","100031008","3","6.2","ug/m3 LC","26","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/07/2021","AQS","100031008","3","8.8","ug/m3 LC","37","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/08/2021","AQS","100031008","3","7","ug/m3 LC","29","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/09/2021","AQS","100031008","3","16.2","ug/m3 LC","60","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/10/2021","AQS","100031008","3","21.9","ug/m3 LC","72","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/11/2021","AQS","100031008","3","15.5","ug/m3 LC","58","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/12/2021","AQS","100031008","3","7.7","ug/m3 LC","32","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/13/2021","AQS","100031008","3","7.9","ug/m3 LC","33","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/14/2021","AQS","100031008","3","15.7","ug/m3 LC","59","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/15/2021","AQS","100031008","3","14.7","ug/m3 LC","56","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/16/2021","AQS","100031008","3","5.8","ug/m3 LC","24","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/17/2021","AQS","100031008","3","5.9","ug/m3 LC","25","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/18/2021","AQS","100031008","3","7.2","ug/m3 LC","30","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/19/2021","AQS","100031008","3","10.6","ug/m3 LC","44","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/20/2021","AQS","100031008","3","17.6","ug/m3 LC","63","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/21/2021","AQS","100031008","3","17.8","ug/m3 LC","63","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/22/2021","AQS","100031008","3","11.7","ug/m3 LC","49","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/23/2021","AQS","100031008","3","8.3","ug/m3 LC","35","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/24/2021","AQS","100031008","3","5.5","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/25/2021","AQS","100031008","3","6","ug/m3 LC","25","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/26/2021","AQS","100031008","3","5.7","ug/m3 LC","24","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/27/2021","AQS","100031008","3","6.7","ug/m3 LC","28","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"02/28/2021","AQS","100031008","3","12.6","ug/m3 LC","52","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/01/2021","AQS","100031008","3","6.7","ug/m3 LC","28","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/02/2021","AQS","100031008","3","3.9","ug/m3 LC","16","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/03/2021","AQS","100031008","3","5.9","ug/m3 LC","25","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/04/2021","AQS","100031008","3","11.4","ug/m3 LC","48","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/05/2021","AQS","100031008","3","4.2","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/06/2021","AQS","100031008","3","4.4","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/07/2021","AQS","100031008","3","6.1","ug/m3 LC","25","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/08/2021","AQS","100031008","3","7.8","ug/m3 LC","33","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/09/2021","AQS","100031008","3","13","ug/m3 LC","53","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/10/2021","AQS","100031008","3","14.2","ug/m3 LC","55","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/11/2021","AQS","100031008","3","22.2","ug/m3 LC","72","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/12/2021","AQS","100031008","3","9.6","ug/m3 LC","40","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/13/2021","AQS","100031008","3","4.6","ug/m3 LC","19","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/14/2021","AQS","100031008","3","5.7","ug/m3 LC","24","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/15/2021","AQS","100031008","3","4.9","ug/m3 LC","20","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/16/2021","AQS","100031008","3","6.2","ug/m3 LC","26","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/17/2021","AQS","100031008","3","11.4","ug/m3 LC","48","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/18/2021","AQS","100031008","3","5.2","ug/m3 LC","22","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/19/2021","AQS","100031008","3","4.2","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/20/2021","AQS","100031008","3","7.3","ug/m3 LC","30","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/21/2021","AQS","100031008","3","9.2","ug/m3 LC","38","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/22/2021","AQS","100031008","3","9","ug/m3 LC","38","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/23/2021","AQS","100031008","3","10","ug/m3 LC","42","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/24/2021","AQS","100031008","3","5.6","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/25/2021","AQS","100031008","3","8.1","ug/m3 LC","34","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/26/2021","AQS","100031008","3","6.6","ug/m3 LC","28","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/27/2021","AQS","100031008","3","4.3","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/28/2021","AQS","100031008","3","4.4","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/29/2021","AQS","100031008","3","3.4","ug/m3 LC","14","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/30/2021","AQS","100031008","3","5.6","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"03/31/2021","AQS","100031008","3","4.6","ug/m3 LC","19","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/01/2021","AQS","100031008","3","4.6","ug/m3 LC","19","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/02/2021","AQS","100031008","3","3.8","ug/m3 LC","16","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/03/2021","AQS","100031008","3","4.7","ug/m3 LC","20","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/04/2021","AQS","100031008","3","7.9","ug/m3 LC","33","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/05/2021","AQS","100031008","3","8.4","ug/m3 LC","35","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/06/2021","AQS","100031008","3","8.1","ug/m3 LC","34","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/14/2021","AQS","100031008","3","7","ug/m3 LC","29","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/15/2021","AQS","100031008","3","6.5","ug/m3 LC","27","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/16/2021","AQS","100031008","3","3.7","ug/m3 LC","15","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/17/2021","AQS","100031008","3","3.1","ug/m3 LC","13","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/18/2021","AQS","100031008","3","5.1","ug/m3 LC","21","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/19/2021","AQS","100031008","3","5.4","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/20/2021","AQS","100031008","3","6.2","ug/m3 LC","26","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/21/2021","AQS","100031008","3","6","ug/m3 LC","25","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/22/2021","AQS","100031008","3","5.6","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/23/2021","AQS","100031008","3","7.6","ug/m3 LC","32","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/24/2021","AQS","100031008","3","9.8","ug/m3 LC","41","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/25/2021","AQS","100031008","3","8.2","ug/m3 LC","34","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/26/2021","AQS","100031008","3","5.2","ug/m3 LC","22","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/27/2021","AQS","100031008","3","7.9","ug/m3 LC","33","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/28/2021","AQS","100031008","3","9.7","ug/m3 LC","40","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/29/2021","AQS","100031008","3","9.3","ug/m3 LC","39","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"04/30/2021","AQS","100031008","3","3.2","ug/m3 LC","13","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/01/2021","AQS","100031008","3","3.1","ug/m3 LC","13","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/02/2021","AQS","100031008","3","5.7","ug/m3 LC","24","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/03/2021","AQS","100031008","3","8.8","ug/m3 LC","37","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/04/2021","AQS","100031008","3","6.3","ug/m3 LC","26","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/05/2021","AQS","100031008","3","4.4","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/06/2021","AQS","100031008","3","3.4","ug/m3 LC","14","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/07/2021","AQS","100031008","3","3.6","ug/m3 LC","15","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/08/2021","AQS","100031008","3","5.1","ug/m3 LC","21","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/09/2021","AQS","100031008","3","5.4","ug/m3 LC","23","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/10/2021","AQS","100031008","3","4.3","ug/m3 LC","18","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/11/2021","AQS","100031008","3","4.8","ug/m3 LC","20","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/12/2021","AQS","100031008","3","3","ug/m3 LC","13","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
"05/13/2021","AQS","100031008","3","4","ug/m3 LC","17","Route 9 Delaware City","1","100.0000","88101","PM2.5 - Local Conditions","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","10","Delaware","003","New Castle","39.57768","-75.6036"
